,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
3746,Female,Yes,73,No,Lawyer,1.0,High,3.0,Cat_6,B
3747,Male,No,28,No,Doctor,4.0,Low,1.0,Cat_3,B
3748,Male,No,53,Yes,Artist,2.0,Low,1.0,Cat_6,A
3749,Male,No,25,No,Doctor,2.0,Low,,Cat_4,D
3750,Female,No,19,No,Healthcare,5.0,Low,5.0,Cat_2,D
3751,Female,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C
3752,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
3753,Male,No,35,Yes,Artist,2.0,Low,2.0,Cat_6,A
3754,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,B
3755,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,C
3756,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
3757,Female,No,38,No,Homemaker,13.0,Low,,Cat_6,A
3758,Male,Yes,25,No,Executive,1.0,High,3.0,Cat_6,B
3759,Male,No,37,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
3760,Female,No,31,No,Healthcare,0.0,Low,,Cat_4,D
3761,Male,No,21,No,Healthcare,1.0,Low,6.0,Cat_4,D
3762,Male,Yes,28,Yes,Artist,0.0,Average,3.0,Cat_6,A
3763,Female,Yes,50,Yes,Artist,1.0,High,8.0,Cat_6,B
3764,Female,No,46,No,Doctor,0.0,Low,2.0,Cat_6,B
3765,Male,No,19,No,Executive,13.0,Low,3.0,Cat_7,D
3766,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,C
3767,Male,No,28,Yes,Healthcare,14.0,Low,1.0,Cat_6,D
3768,Male,Yes,71,No,Lawyer,0.0,Low,1.0,Cat_6,A
3769,Female,Yes,66,No,Marketing,0.0,High,2.0,Cat_1,C
3770,Female,Yes,57,Yes,Homemaker,9.0,Average,2.0,Cat_3,C
3771,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,C
3772,Female,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,A
3773,Female,No,49,Yes,Healthcare,8.0,Low,1.0,Cat_3,D
3774,Male,Yes,41,No,Artist,2.0,Average,3.0,Cat_6,C
3775,Female,Yes,42,No,Engineer,0.0,Low,4.0,Cat_4,D
3776,Female,Yes,87,No,Entertainment,0.0,High,3.0,Cat_6,A
3777,Female,Yes,80,Yes,Artist,6.0,Average,2.0,Cat_6,C
3778,Male,Yes,60,Yes,Artist,0.0,Low,1.0,Cat_3,A
3779,Male,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_6,C
3780,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,A
3781,Female,No,30,No,Doctor,9.0,Low,5.0,Cat_6,D
3782,Female,No,20,No,Healthcare,4.0,Low,4.0,Cat_6,D
3783,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,A
3784,Male,No,32,Yes,Doctor,7.0,Low,4.0,Cat_6,D
3785,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6,B
3786,Female,No,23,No,Healthcare,2.0,Low,6.0,Cat_1,D
3787,Male,Yes,52,No,Artist,7.0,Low,1.0,Cat_6,C
3788,Female,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_2,C
3789,Male,No,22,No,Healthcare,1.0,Low,,Cat_4,D
3790,Male,Yes,63,No,Entertainment,0.0,Average,5.0,Cat_6,C
3791,Female,Yes,81,Yes,Lawyer,0.0,High,2.0,Cat_6,A
3792,Male,Yes,35,No,Marketing,0.0,Low,3.0,Cat_4,D
3793,Male,No,39,Yes,Artist,8.0,Low,3.0,Cat_6,C
3794,Male,Yes,37,Yes,Healthcare,0.0,Low,7.0,Cat_4,D
3795,Male,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_6,A
3796,Female,Yes,47,No,Engineer,10.0,Low,2.0,Cat_3,D
3797,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6,A
3798,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,C
3799,Male,No,40,Yes,Artist,9.0,Low,3.0,Cat_6,A
3800,Male,No,27,Yes,Executive,0.0,Low,6.0,Cat_6,D
3801,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
3802,Female,,61,Yes,Engineer,9.0,Average,3.0,Cat_6,B
3803,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_3,C
3804,Male,No,53,Yes,Artist,1.0,Low,2.0,Cat_4,C
3805,Female,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_1,C
3806,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0,Cat_3,C
3807,Male,Yes,65,Yes,Lawyer,0.0,Low,2.0,Cat_1,A
3808,Female,No,26,Yes,Engineer,0.0,Low,6.0,Cat_4,B
3809,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3810,Male,Yes,40,Yes,Executive,0.0,High,4.0,Cat_6,A
3811,Male,No,40,No,Entertainment,5.0,Low,1.0,Cat_3,A
3812,Male,Yes,42,No,Executive,1.0,Average,4.0,Cat_6,B
3813,Male,Yes,37,Yes,Entertainment,1.0,Low,4.0,Cat_6,A
3814,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_6,D
3815,Female,Yes,33,No,Healthcare,0.0,Low,5.0,Cat_5,D
3816,Male,Yes,28,No,Executive,0.0,Average,3.0,Cat_6,D
3817,Male,Yes,51,Yes,Artist,0.0,Low,2.0,Cat_6,B
3818,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
3819,Female,Yes,33,Yes,Healthcare,2.0,High,1.0,Cat_5,A
3820,Female,Yes,40,Yes,Doctor,1.0,Low,,Cat_6,B
3821,Male,Yes,36,Yes,Entertainment,5.0,Low,2.0,Cat_6,A
3822,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_6,D
3823,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_2,D
3824,Male,Yes,81,No,Executive,0.0,High,2.0,Cat_6,B
3825,Female,No,59,Yes,Artist,0.0,Low,2.0,Cat_6,C
3826,Male,Yes,53,Yes,Executive,0.0,High,3.0,Cat_6,B
3827,Male,Yes,38,No,Doctor,0.0,Average,4.0,Cat_6,B
3828,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_4,D
3829,Female,No,40,Yes,Doctor,7.0,Low,1.0,Cat_6,A
3830,Male,Yes,37,Yes,Executive,9.0,High,2.0,Cat_3,A
3831,Male,Yes,31,No,Doctor,8.0,Low,2.0,Cat_2,A
3832,Male,Yes,40,Yes,Executive,0.0,High,3.0,Cat_6,C
3833,Male,Yes,35,Yes,Executive,0.0,High,4.0,Cat_6,A
3834,Male,Yes,35,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
3835,Female,No,39,Yes,Artist,5.0,Low,3.0,Cat_6,B
3836,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
3837,Male,Yes,42,Yes,Artist,8.0,Average,2.0,Cat_6,C
3838,Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_6,C
3839,Female,No,32,No,Engineer,9.0,Low,4.0,Cat_5,A
3840,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_3,A
3841,Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6,C
3842,Male,Yes,51,Yes,Executive,4.0,High,3.0,Cat_6,C
3843,Female,No,32,Yes,Healthcare,0.0,Low,1.0,Cat_4,D
3844,Male,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,A
3845,Female,No,40,No,Doctor,1.0,Low,2.0,Cat_3,C
3846,Female,No,61,Yes,Entertainment,3.0,Low,1.0,Cat_6,A
3847,Female,Yes,86,No,Lawyer,8.0,High,2.0,Cat_6,B
3848,Female,Yes,29,Yes,Artist,10.0,Low,2.0,Cat_6,B
3849,Male,No,46,No,Marketing,1.0,Low,4.0,Cat_3,D
3850,Male,No,28,Yes,Artist,8.0,Low,3.0,Cat_6,C
3851,Female,No,53,Yes,Engineer,1.0,Low,1.0,Cat_6,A
3852,Female,Yes,65,No,Marketing,0.0,Low,,Cat_6,D
3853,Male,No,32,No,Entertainment,0.0,Low,6.0,Cat_3,D
3854,Female,No,31,No,Healthcare,6.0,Low,3.0,Cat_6,C
3855,Male,No,25,No,Doctor,9.0,Low,4.0,Cat_6,A
3856,Female,No,33,No,Engineer,0.0,Low,3.0,Cat_6,C
3857,Female,Yes,38,Yes,Doctor,0.0,Average,2.0,Cat_6,C
3858,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_1,C
3859,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_3,D
3860,Male,Yes,33,Yes,Entertainment,1.0,Low,2.0,Cat_7,A
3861,Female,Yes,50,,Artist,0.0,Average,3.0,Cat_2,C
3862,Female,Yes,37,No,Engineer,0.0,Average,4.0,Cat_4,A
3863,Male,Yes,38,Yes,Artist,5.0,Low,7.0,Cat_6,A
3864,Female,No,43,No,Marketing,10.0,Low,,Cat_3,D
3865,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,C
3866,Male,Yes,35,No,Entertainment,0.0,Average,5.0,Cat_6,D
3867,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,B
3868,Female,No,20,No,Marketing,7.0,Low,2.0,Cat_6,D
3869,Female,Yes,53,Yes,Marketing,6.0,Low,1.0,Cat_6,D
3870,Male,Yes,36,No,Doctor,0.0,Low,1.0,Cat_4,A
3871,Female,No,32,Yes,Engineer,0.0,Low,2.0,Cat_6,D
3872,Male,Yes,55,Yes,Entertainment,1.0,Average,3.0,Cat_7,B
3873,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
3874,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,D
3875,Male,No,43,Yes,Healthcare,1.0,Low,7.0,Cat_6,D
3876,Female,No,32,Yes,Engineer,0.0,Low,,Cat_3,D
3877,Female,No,40,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
3878,Female,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_6,A
3879,Male,Yes,86,No,Lawyer,13.0,Low,1.0,Cat_6,A
3880,Female,No,42,Yes,Engineer,11.0,Low,1.0,Cat_6,D
3881,Male,No,37,Yes,Artist,0.0,Low,1.0,Cat_6,B
3882,Female,No,25,No,Doctor,0.0,Low,7.0,Cat_6,D
3883,Male,No,19,No,Doctor,0.0,Low,4.0,Cat_6,D
3884,Male,Yes,42,No,Artist,7.0,Average,5.0,Cat_6,B
3885,Male,Yes,33,No,Doctor,0.0,Low,4.0,Cat_4,D
3886,Male,Yes,41,Yes,Artist,8.0,Low,2.0,Cat_6,B
3887,Female,No,27,Yes,Doctor,0.0,Low,2.0,Cat_3,D
3888,Male,Yes,84,No,Lawyer,0.0,Low,,Cat_6,D
3889,Male,No,22,No,Healthcare,10.0,Low,4.0,Cat_6,D
3890,Female,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,B
3891,Male,Yes,83,Yes,Executive,0.0,High,3.0,Cat_6,B
3892,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
3893,Female,No,30,Yes,Healthcare,4.0,Low,4.0,Cat_6,D
3894,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
3895,Male,No,27,No,Artist,9.0,Low,8.0,Cat_6,D
3896,Female,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,B
3897,Male,No,23,No,Healthcare,1.0,Low,2.0,Cat_6,D
3898,Male,Yes,56,Yes,Artist,0.0,Average,3.0,Cat_6,B
3899,Female,Yes,41,Yes,Artist,1.0,Average,,Cat_2,B
3900,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,B
3901,Male,Yes,41,Yes,Doctor,0.0,Low,2.0,Cat_6,C
3902,Female,No,27,No,Homemaker,14.0,Low,1.0,Cat_6,D
3903,Male,Yes,43,Yes,Doctor,3.0,Average,2.0,Cat_6,B
3904,Male,Yes,40,Yes,Artist,1.0,Average,5.0,Cat_6,A
3905,Female,,60,No,Engineer,1.0,High,2.0,Cat_4,B
3906,Female,Yes,45,No,Artist,4.0,Average,4.0,Cat_6,B
3907,Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,C
3908,Female,No,28,Yes,Artist,1.0,Low,1.0,Cat_6,A
3909,Female,Yes,63,Yes,Artist,0.0,High,4.0,Cat_6,C
3910,Female,No,35,Yes,Artist,13.0,Low,2.0,Cat_6,B
3911,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,A
3912,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
3913,Female,No,40,Yes,Healthcare,0.0,Low,1.0,Cat_4,A
3914,Male,Yes,46,No,Artist,3.0,Average,2.0,,C
3915,Male,No,25,Yes,Marketing,8.0,Low,3.0,Cat_6,A
3916,Female,,46,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
3917,Male,Yes,49,Yes,Artist,2.0,Average,4.0,Cat_2,C
3918,Female,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
3919,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,B
3920,Female,Yes,40,Yes,Doctor,0.0,Low,1.0,Cat_2,A
3921,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0,Cat_3,A
3922,Male,Yes,61,Yes,Artist,1.0,Average,5.0,Cat_4,B
3923,Female,No,28,No,Engineer,1.0,Low,4.0,Cat_4,A
3924,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,D
3925,Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_6,C
3926,Male,No,39,No,Engineer,5.0,Low,2.0,Cat_6,D
3927,Female,Yes,47,No,Engineer,8.0,Average,,Cat_4,A
3928,Female,No,29,Yes,Doctor,10.0,Low,5.0,Cat_6,D
3929,Male,Yes,66,No,Engineer,1.0,Low,2.0,Cat_6,A
3930,Female,No,46,Yes,Engineer,1.0,Low,1.0,Cat_6,D
3931,Female,Yes,52,Yes,Artist,0.0,Average,3.0,Cat_7,C
3932,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
3933,Female,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B
3934,Female,No,27,No,Healthcare,5.0,Low,3.0,Cat_2,D
3935,Female,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_3,B
3936,Female,No,46,No,Homemaker,9.0,Low,1.0,Cat_6,D
3937,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
3938,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C
3939,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_3,B
3940,Male,Yes,39,No,Executive,5.0,High,3.0,Cat_4,D
3941,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,B
3942,Male,Yes,65,No,Engineer,1.0,High,2.0,Cat_6,B
3943,Female,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_3,C
3944,Female,No,22,No,Entertainment,0.0,Low,3.0,Cat_6,D
3945,Male,No,31,Yes,Artist,4.0,Low,4.0,Cat_6,A
3946,Female,Yes,48,No,Engineer,1.0,Average,6.0,Cat_3,A
3947,Female,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C
3948,Female,Yes,74,Yes,Lawyer,1.0,High,,Cat_6,B
3949,Female,Yes,40,Yes,Engineer,12.0,Average,3.0,Cat_6,B
3950,Male,No,26,No,Doctor,2.0,Low,4.0,Cat_6,B
3951,Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,A
3952,Female,No,43,Yes,Healthcare,8.0,Low,1.0,,D
3953,Male,No,49,Yes,Doctor,5.0,Low,1.0,Cat_6,D
3954,Male,Yes,26,No,Artist,7.0,Low,4.0,Cat_4,A
3955,Female,Yes,74,Yes,Lawyer,0.0,High,2.0,Cat_6,A
3956,Female,Yes,56,Yes,Engineer,0.0,High,3.0,Cat_3,B
3957,Female,Yes,49,Yes,Artist,2.0,Average,2.0,Cat_6,C
3958,Male,No,19,No,Healthcare,1.0,Low,8.0,Cat_4,D
3959,Male,No,39,Yes,Artist,2.0,Low,3.0,Cat_4,B
3960,Male,Yes,37,Yes,Executive,0.0,High,4.0,Cat_6,B
3961,Male,No,41,Yes,Doctor,0.0,Low,1.0,Cat_6,A
3962,Female,No,26,Yes,Homemaker,8.0,Low,2.0,Cat_6,D
3963,Female,Yes,38,No,Doctor,1.0,Average,3.0,Cat_4,A
3964,Male,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6,C
3965,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,C
3966,Male,,60,No,Engineer,0.0,Average,3.0,Cat_4,A
3967,Female,No,38,No,Doctor,0.0,Low,1.0,Cat_6,C
3968,Male,Yes,52,,Entertainment,0.0,Average,5.0,Cat_4,B
3969,Male,Yes,70,No,Executive,1.0,High,2.0,Cat_6,A
3970,Male,No,21,No,Doctor,9.0,Low,3.0,Cat_7,D
3971,Male,Yes,58,Yes,Artist,8.0,Low,1.0,Cat_3,B
3972,Female,No,28,No,Artist,5.0,Low,5.0,Cat_3,C
3973,Male,Yes,57,No,Executive,0.0,Low,1.0,Cat_6,A
3974,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,B
3975,Female,Yes,52,No,Marketing,1.0,High,3.0,Cat_4,D
3976,Female,Yes,35,No,Engineer,0.0,Average,5.0,Cat_4,D
3977,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,Cat_6,D
3978,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C
3979,Female,No,31,Yes,Artist,14.0,Low,3.0,Cat_2,A
3980,Male,Yes,37,Yes,Doctor,0.0,Average,2.0,Cat_6,A
3981,Male,Yes,71,Yes,Executive,0.0,High,2.0,Cat_6,B
3982,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,Cat_4,D
3983,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0,,A
3984,Male,No,26,Yes,Artist,0.0,Low,4.0,Cat_4,D
3985,Female,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,D
3986,Male,Yes,67,Yes,Artist,0.0,Average,6.0,Cat_1,B
3987,Female,Yes,51,Yes,Artist,1.0,Average,5.0,Cat_6,C
3988,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,B
3989,Female,Yes,60,Yes,Artist,2.0,Average,2.0,Cat_3,C
3990,Female,Yes,46,No,Entertainment,4.0,Average,,Cat_4,A
3991,Male,Yes,36,Yes,Doctor,9.0,Average,2.0,Cat_6,C
3992,Female,No,18,,Healthcare,0.0,Low,3.0,Cat_3,D
3993,Female,No,30,No,Engineer,0.0,Low,1.0,Cat_6,A
3994,Female,Yes,69,Yes,Artist,0.0,Average,2.0,Cat_3,C
3995,Male,No,32,No,Homemaker,8.0,Low,,Cat_4,A
3996,Female,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A
3997,Female,Yes,40,Yes,Artist,6.0,Average,2.0,Cat_6,C
3998,Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,B
3999,Male,Yes,51,Yes,Artist,0.0,Average,,Cat_6,C
4000,Male,Yes,33,No,Doctor,0.0,Average,5.0,Cat_6,D
4001,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0,Cat_4,B
4002,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3,D
4003,Male,Yes,50,Yes,Executive,1.0,High,5.0,Cat_6,B
4004,Male,Yes,57,Yes,Artist,1.0,Average,2.0,Cat_6,C
4005,Male,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C
4006,Female,Yes,66,Yes,Artist,0.0,High,3.0,Cat_6,B
4007,Female,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_3,B
4008,Male,No,26,No,Healthcare,1.0,Low,1.0,Cat_4,D
4009,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_3,D
4010,Female,No,42,Yes,Artist,8.0,Low,2.0,Cat_6,C
4011,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
4012,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_1,D
4013,Female,Yes,37,Yes,Artist,2.0,Low,2.0,Cat_7,C
4014,Female,Yes,70,,Lawyer,0.0,High,,Cat_6,A
4015,Male,No,35,Yes,Artist,9.0,Low,3.0,Cat_6,A
4016,Male,No,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
4017,Male,No,27,No,Entertainment,6.0,Low,2.0,Cat_6,D
4018,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
4019,Male,No,25,Yes,Doctor,0.0,Low,2.0,Cat_6,D
4020,Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6,C
4021,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,C
4022,Male,Yes,40,Yes,Engineer,7.0,Low,2.0,Cat_3,B
4023,Male,No,52,Yes,Artist,3.0,Low,1.0,Cat_6,B
4024,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
4025,Female,Yes,48,Yes,Artist,2.0,Average,4.0,Cat_6,C
4026,Female,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D
4027,Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,B
4028,Female,No,63,No,Entertainment,0.0,Low,1.0,Cat_2,B
4029,Male,Yes,63,Yes,,1.0,Average,2.0,Cat_6,C
4030,Male,,28,Yes,Engineer,1.0,Low,2.0,Cat_4,B
4031,Female,Yes,37,Yes,Artist,7.0,Average,2.0,Cat_2,C
4032,Female,Yes,67,Yes,Artist,9.0,Low,3.0,Cat_6,B
4033,Female,No,37,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
4034,Male,No,22,No,Healthcare,7.0,Low,4.0,Cat_3,D
4035,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0,Cat_6,C
4036,Male,Yes,41,Yes,Artist,6.0,Average,2.0,Cat_6,C
4037,Female,No,59,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
4038,Male,,23,No,Healthcare,8.0,High,5.0,Cat_6,D
4039,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,Cat_6,A
4040,Female,Yes,89,,Artist,1.0,High,2.0,Cat_6,C
4041,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6,A
4042,Female,Yes,52,No,Engineer,0.0,Low,,Cat_4,A
4043,Female,Yes,74,Yes,Lawyer,12.0,High,2.0,Cat_6,C
4044,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_6,A
4045,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,Cat_6,C
4046,Female,Yes,45,Yes,Engineer,0.0,High,5.0,Cat_6,C
4047,Male,,53,Yes,Executive,0.0,High,3.0,Cat_6,D
4048,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,Cat_6,A
4049,Female,No,29,Yes,Artist,8.0,Low,1.0,Cat_6,A
4050,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
4051,Female,No,50,Yes,Engineer,1.0,Low,5.0,Cat_6,A
4052,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_2,B
4053,Male,No,29,Yes,Entertainment,8.0,Low,4.0,Cat_6,C
4054,Male,Yes,40,Yes,Marketing,0.0,Average,2.0,Cat_2,A
4055,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D
4056,Male,Yes,46,No,Engineer,0.0,Average,3.0,Cat_6,B
4057,Male,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,D
4058,Male,Yes,72,Yes,Artist,0.0,Average,2.0,Cat_6,B
4059,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_4,C
4060,Female,,63,Yes,Artist,0.0,Average,2.0,Cat_6,C
4061,Female,Yes,41,No,Marketing,8.0,Low,2.0,Cat_6,A
4062,Male,Yes,82,No,Lawyer,1.0,High,3.0,Cat_6,A
4063,Male,Yes,43,No,Artist,0.0,Average,2.0,Cat_6,C
4064,Male,Yes,53,Yes,Artist,0.0,Low,1.0,Cat_6,A
4065,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
4066,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
4067,Female,Yes,87,Yes,Artist,1.0,High,2.0,Cat_2,C
4068,Male,Yes,62,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
4069,Male,Yes,43,Yes,Artist,1.0,High,3.0,Cat_6,A
4070,Male,No,36,No,Entertainment,8.0,Low,2.0,Cat_6,D
4071,Female,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,A
4072,Female,No,37,No,Homemaker,8.0,Low,1.0,Cat_6,D
4073,Female,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_3,C
4074,Female,Yes,35,Yes,Artist,8.0,High,5.0,Cat_6,B
4075,Male,Yes,39,No,Artist,7.0,Average,3.0,Cat_6,C
4076,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_6,D
4077,Female,Yes,75,Yes,Lawyer,1.0,Low,,Cat_3,D
4078,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0,Cat_4,B
4079,Male,Yes,62,Yes,,8.0,Average,2.0,Cat_6,C
4080,Male,Yes,43,No,Marketing,3.0,High,4.0,Cat_4,A
4081,Male,Yes,43,No,Artist,6.0,Low,2.0,Cat_3,B
4082,Male,Yes,29,Yes,Artist,9.0,Average,2.0,Cat_6,B
4083,Female,No,27,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
4084,Female,No,23,No,Healthcare,6.0,Low,3.0,Cat_3,D
4085,Male,Yes,42,Yes,Artist,8.0,High,4.0,Cat_6,C
4086,Male,No,65,Yes,Executive,9.0,Low,3.0,Cat_6,D
4087,Male,Yes,57,Yes,Executive,1.0,Average,5.0,Cat_6,C
4088,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
4089,Male,Yes,30,Yes,Doctor,0.0,Low,3.0,Cat_6,D
4090,Male,Yes,51,Yes,Artist,0.0,Average,4.0,Cat_6,B
4091,Male,Yes,39,Yes,Artist,10.0,Low,2.0,Cat_4,C
4092,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,C
4093,Male,No,29,No,Marketing,9.0,Low,4.0,Cat_3,C
4094,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0,Cat_4,B
4095,Male,No,33,Yes,Artist,0.0,Low,,Cat_2,A
4096,Male,No,23,No,Healthcare,8.0,Low,4.0,Cat_1,D
4097,Female,Yes,33,Yes,Marketing,8.0,High,2.0,Cat_6,D
4098,Female,No,43,Yes,Engineer,3.0,Low,2.0,Cat_4,A
4099,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_6,C
4100,Male,Yes,32,No,Doctor,0.0,Low,2.0,Cat_6,A
4101,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
4102,Male,Yes,49,No,Doctor,1.0,Low,2.0,Cat_4,D
4103,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0,Cat_6,B
4104,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0,Cat_6,D
4105,Male,No,27,Yes,Artist,1.0,Low,3.0,Cat_6,A
4106,Female,No,36,Yes,Healthcare,2.0,Low,,Cat_6,A
4107,Male,Yes,76,No,Entertainment,0.0,Low,1.0,Cat_6,D
4108,Male,Yes,35,Yes,Artist,9.0,Average,2.0,Cat_6,C
4109,Male,Yes,35,Yes,Artist,8.0,Low,4.0,Cat_7,A
4110,Female,Yes,48,No,Doctor,4.0,Low,1.0,Cat_4,D
4111,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_2,D
4112,Female,Yes,42,Yes,Artist,5.0,Low,1.0,Cat_6,A
