,Price,Levy,Manufacturer,Model,Prod. year,Category,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels
9628,5331,0,7,42,1998,2,2,1.6,204000,1.0,2,2
9629,24283,639,2,45,2014,1,3,2.0,146644,4.0,1,2
9630,17484,583,5,14,2011,3,2,1.6,103453,4.0,1,2
9631,7213,0,15,221,2003,3,2,2.3,95000,6.0,1,2
9632,3800,0,7,58,2000,3,3,3.2,1000,6.0,2,3
9633,6476,0,15,320,2008,2,4,1.5,999999999,4.0,1,1
9634,4077,474,2,78,2013,2,1,1.4,196590,4.0,1,2
9635,1176,753,5,7,2012,3,1,2.4,0,4.0,1,2
9636,5018,585,5,14,2013,3,2,1.8,294034,4.0,1,2
9637,15053,1131,4,162,2013,3,1,2.0,173000,4.0,1,2
9638,13172,0,5,254,2011,3,2,1.6,109000,4.0,2,2
9639,100,0,5,7,2012,3,1,2.4,86000,4.0,2,2
9640,6272,1360,1,17,2013,1,2,4.6,202651,8.0,1,1
9641,16894,687,5,14,2010,3,2,1.6,71202,4.0,1,2
9642,30151,765,5,43,2015,1,3,2.0,143278,4.0,1,2
9643,53154,891,5,5,2016,1,3,2.0,94259,4.0,1,2
9644,7840,0,7,180,1997,6,4,2.4,280000,6.0,4,3
9645,941,1292,13,34,2016,1,2,3.0,448982,6.0,1,1
9646,15800,753,18,178,2012,3,2,2.4,97000,4.0,2,2
9647,1568,0,15,128,2009,2,2,1.5,95000,4.0,1,2
9648,220,531,18,197,2012,3,2,1.6,199288,4.0,1,2
9649,1411,682,19,337,2018,3,2,1.2,7430,3.0,1,2
9650,30564,1003,20,130,2016,1,3,1.6,153404,4.0,1,2
9651,21953,0,10,458,2012,3,2,4.4,0,8.0,2,3
9652,88595,1935,7,301,2016,3,2,4.6,27573,8.0,1,1
9653,1960,125,18,197,2013,3,2,1.6,53386,4.0,1,2
9654,16621,1172,7,10,2011,3,3,3.5,119379,6.0,1,1
9655,24305,0,6,8,2012,3,2,3.5,246400,6.0,1,2
9656,4704,0,13,98,1998,3,2,2.4,0,6.0,4,2
9657,15681,891,5,7,2016,3,6,2.0,317106,4.0,1,2
9658,15681,1811,1,61,2010,1,2,4.6,275240,8.0,1,1
9659,157,784,2,154,2017,3,2,1.5,0,4.0,1,2
9660,549,1077,16,704,2019,3,2,2.0,7971,4.0,1,1
9661,12231,1399,1,1,2010,1,1,3.5,413474,6.0,1,2
9662,1490,586,1,110,2012,2,1,1.8,174106,4.0,1,2
9663,15681,1811,1,61,2010,1,2,4.6,275240,8.0,1,1
9664,10663,765,5,7,2015,3,6,2.0,310886,4.0,1,2
9665,20385,0,6,6,2012,3,2,1.8,190000,4.0,1,2
9666,17876,583,5,112,2011,2,2,1.6,55000,4.0,2,2
9667,627,418,2,226,2014,2,2,1.2,131312,4.0,1,2
9668,10036,879,5,254,2019,3,2,1.6,4621,4.0,1,2
9669,15994,1024,6,8,2010,3,2,2.5,121000,4.0,2,2
9670,64290,1694,6,734,2016,1,2,4.0,48000,6.0,1,1
9671,36730,770,5,43,2016,1,3,1.7,113006,4.0,1,2
9672,157,642,21,302,2012,3,2,2.0,301866,4.0,1,2
9673,81539,1935,1,61,2016,1,2,4.6,155976,8.0,1,1
9674,25744,891,2,154,2016,3,2,2.0,113509,4.0,1,2
9675,11604,639,5,7,2014,3,6,2.0,312690,4.0,1,2
9676,50018,1017,5,7,2017,3,2,2.0,19080,4.0,1,2
9677,3763,584,5,14,2014,3,2,1.8,110685,4.0,1,2
9678,5959,0,21,436,2002,2,6,1.5,1000,4.0,2,2
9679,627,810,5,14,2016,3,2,1.8,72629,4.0,1,2
9680,31675,2297,7,1136,2016,1,2,5.5,39325,8.0,1,1
9681,14113,638,18,178,2014,3,2,2.0,60704,4.0,1,2
9682,1882,1053,7,10,2014,3,2,3.5,146395,6.0,1,3
9683,10349,0,7,152,1999,3,2,2.0,280000,4.0,4,3
9684,5645,1094,20,326,2008,1,3,2.0,76800,4.0,1,2
9685,18817,609,6,8,2018,3,1,2.5,35058,4.0,1,2
9686,2666,521,2,78,2011,2,1,1.4,288778,4.0,1,2
9687,470,353,1,110,2015,2,1,1.8,115347,4.0,1,2
9688,22649,836,5,43,2010,1,3,2.0,151281,4.0,1,2
9689,13015,1024,5,24,2010,8,3,2.5,73401,4.0,1,2
9690,66485,1076,5,7,2020,3,6,2.0,13460,4.0,1,2
9691,51746,668,7,165,2013,3,3,2.1,45432,4.0,2,1
9692,7527,0,19,160,2002,2,2,1.5,187000,4.0,3,2
9693,25089,1017,5,14,2017,3,2,2.0,23000,4.0,2,3
9694,21953,0,6,6,2012,2,6,1.8,24000,4.0,3,2
9695,9408,0,8,207,2008,5,6,1.4,233000,4.0,4,2
9696,21953,308,6,6,2014,3,1,1.8,87000,4.0,1,2
9697,8624,175,6,44,2011,2,2,0.1,0,3.0,1,2
9698,17346,380,2,171,2014,2,2,1.6,74422,4.0,1,2
9699,8311,790,2,55,2009,3,2,1.6,52472,4.0,1,2
9700,35752,1391,7,363,2012,1,2,4.7,155313,8.0,1,1
9701,24512,595,3,3,2015,2,2,1.5,111649,4.0,1,2
9702,5018,1399,1,1,2010,1,1,3.5,167222,6.0,1,1
9703,220,1185,4,4,2009,1,1,2.5,193614,4.0,1,2
9704,13642,1172,7,10,2011,3,3,3.5,64496,6.0,1,1
9705,10663,1266,3,3,2014,3,1,1.5,115000,4.0,1,2
9706,6272,0,16,1137,1999,6,2,2.5,187000,4.0,1,1
9707,9565,1058,6,18,2012,3,2,3.5,285186,6.0,1,2
9708,10036,639,5,7,2014,3,6,2.0,362454,4.0,1,2
9709,12544,1047,31,892,2007,2,2,1.6,210000,4.0,4,2
9710,11917,0,3,1089,2005,8,2,2.4,136800,4.0,1,1
9711,12858,0,15,196,2005,1,2,2.0,180000,4.0,1,1
9712,26343,934,6,151,2015,3,2,2.5,47128,4.0,1,2
9713,19757,1024,5,24,2010,1,3,2.5,115028,4.0,1,2
9714,8467,639,5,7,2014,3,6,2.0,636908,4.0,1,2
9715,392,779,6,8,2013,3,1,2.5,232032,4.0,1,2
9716,392,1024,4,40,2010,3,1,2.5,46837,4.0,1,2
9717,13485,0,7,235,2003,3,3,2.7,245000,6.0,1,3
9718,4300,0,8,140,2002,5,2,1.6,272109,4.0,1,2
9719,19130,0,6,27,2012,3,1,1.5,254400,4.0,1,2
9720,862,2455,1,17,2008,1,2,4.7,263190,8.0,1,1
9721,10506,1249,15,107,2017,3,2,2.5,45022,4.0,1,2
9722,40,0,3,3,2003,2,2,1.3,140000,4.0,1,2
9723,9722,765,5,7,2015,3,6,2.0,574647,4.0,1,2
9724,549,810,5,14,2016,3,2,1.8,47422,4.0,1,2
9725,12074,0,11,22,2004,1,4,4.0,151000,6.0,1,1
9726,21953,397,6,6,2016,2,1,1.8,48738,4.0,1,2
9727,30,0,3,3,2005,2,2,1.3,0,4.0,1,2
9728,69502,1079,5,7,2018,3,2,2.0,24000,4.0,1,2
9729,10036,639,5,7,2014,3,6,2.0,486631,4.0,1,2
9730,28600,0,10,172,2011,1,2,4.4,1000,8.0,2,1
9731,3607,1172,6,85,2011,3,2,3.5,181722,6.0,1,1
9732,10349,1236,3,1138,2011,2,1,1.3,125000,4.0,1,2
9733,15994,1051,5,7,2016,3,2,2.4,93000,4.0,1,2
9734,9879,1058,6,18,2012,1,1,3.5,157211,6.0,1,1
9735,42052,891,5,5,2016,1,3,2.0,122184,4.0,1,2
9736,251,1855,34,303,2011,3,2,5.7,0,8.0,1,2
9737,16621,502,6,27,2013,2,1,1.5,103000,4.0,3,2
9738,22266,862,5,24,2011,8,3,2.5,120805,4.0,1,2
9739,282,1598,7,47,2008,1,3,3.0,213998,6.0,1,1
9740,5645,0,12,101,2002,2,2,2.0,150000,4.0,1,2
9741,12880,687,5,14,2010,3,2,1.6,97132,4.0,1,2
9742,19384,583,5,14,2011,3,2,1.6,124892,4.0,1,2
9743,7213,915,10,21,2014,1,3,3.0,0,6.0,1,1
9744,706,1850,7,10,2008,3,3,3.5,122874,6.0,1,3
9745,12858,125,4,205,2013,3,2,1.6,86000,4.0,3,2
9746,20071,697,5,556,2015,3,2,1.8,57000,4.0,2,2
9747,6586,0,21,453,2005,3,2,3.0,198000,6.0,4,2
9748,23414,833,2,45,2015,1,3,2.2,60000,4.0,1,2
9749,11895,639,2,50,2014,3,3,2.0,60550,4.0,1,2
9750,1333,289,4,4,2008,1,1,0.4,349288,4.0,1,2
9751,13642,764,2,51,2015,1,2,2.0,35762,4.0,1,2
9752,11917,0,8,559,2009,5,3,1.7,140000,4.0,4,2
9753,10192,1018,10,21,2011,1,3,3.0,332243,6.0,1,1
9754,11133,394,6,8,2014,3,1,2.5,179381,4.0,1,2
9755,10663,765,5,7,2015,3,6,2.0,280622,4.0,1,2
9756,11133,1053,7,10,2014,3,3,3.5,238546,6.0,1,1
9757,33823,1131,20,88,2013,1,3,2.0,146130,4.0,1,2
9758,55638,891,5,5,2016,1,3,2.0,372623,4.0,1,2
9759,25716,0,1,374,2010,3,2,3.5,192000,6.0,2,3
9760,30,0,15,128,2006,2,2,1.5,0,4.0,1,2
9761,16719,502,3,3,2013,2,1,1.5,154400,4.0,1,2
9762,4700,0,8,140,1999,3,2,1.6,145000,4.0,4,2
9763,13172,639,4,220,2014,3,2,2.0,134400,4.0,2,2
9764,3500,0,29,457,1991,3,2,1.3,0,4.0,4,3
9765,12544,0,3,3,2011,2,2,1.3,140000,4.0,3,2
9766,45210,877,5,43,2017,1,3,1.7,123833,4.0,1,2
9767,13485,0,10,149,2006,3,2,2.0,237000,4.0,4,3
9768,9408,0,6,247,2002,8,6,2.4,200000,4.0,2,2
9769,7527,1282,2,45,2007,1,3,2.0,77588,4.0,1,2
9770,17562,0,7,58,2002,3,2,2.6,160000,6.0,2,3
9771,21012,0,6,6,2011,2,2,1.8,268800,4.0,3,2
9772,20385,0,15,491,2005,1,4,3.5,155200,6.0,1,1
9773,5300,0,7,16,1997,3,4,2.0,312217,4.0,2,3
9774,49751,765,20,88,2015,1,3,2.0,62575,4.0,1,2
9775,4861,0,8,140,1999,2,2,1.2,199090,4.0,4,2
9776,36235,1091,5,24,2016,8,3,2.5,109629,4.0,1,2
9777,706,490,3,156,2011,2,1,1.3,288704,4.0,1,2
9778,16308,442,6,6,2017,2,1,1.8,45488,4.0,1,2
9779,20071,0,2,78,2012,3,5,1.4,280000,4.0,3,2
9780,43360,1514,1,352,2011,3,2,4.6,89867,4.0,1,2
9781,39829,1811,1,61,2010,1,2,4.6,155821,8.0,1,1
9782,5331,0,21,436,2003,3,2,1.5,0,4.0,1,2
9783,36899,777,5,24,2014,8,3,2.5,105461,4.0,1,2
9784,28532,830,6,28,2019,2,2,1.5,25000,4.0,1,2
9785,5018,629,15,37,2015,1,2,1.6,111402,4.0,1,1
9786,3058,1051,3,263,2016,3,2,2.4,90043,4.0,1,2
9787,15681,0,15,132,2004,8,6,3.5,131000,6.0,2,3
9788,3000,0,5,5,2001,1,4,2.4,2342,4.0,2,2
9789,15681,0,3,550,2006,8,2,2.4,120500,4.0,1,2
9790,21953,501,3,3,2014,3,2,1.5,78400,4.0,3,2
9791,314,738,2,50,2017,3,2,1.4,89896,4.0,1,2
9792,14279,765,5,7,2015,3,6,2.0,176247,4.0,1,2
9793,51075,891,5,5,2016,1,3,2.0,106084,4.0,1,2
9794,4234,753,5,7,2012,3,1,2.4,208627,4.0,1,2
9795,8624,0,3,3,2005,2,2,1.5,190000,4.0,3,2
9796,24709,642,20,70,2012,1,3,2.0,86651,4.0,1,2
9797,20385,0,6,6,2012,2,1,1.8,193600,4.0,1,2
9798,27284,834,6,26,2013,1,2,2.7,397915,4.0,1,3
9799,8311,891,7,36,2016,1,2,2.0,109555,4.0,1,2
9800,157,1172,7,10,2011,3,3,3.5,377379,6.0,1,1
9801,37611,1003,20,130,2016,1,2,1.6,76553,4.0,1,2
9802,20297,707,20,88,2011,1,3,2.0,110000,4.0,1,2
9803,62722,0,1,1140,2013,3,1,3.5,69500,6.0,3,3
9804,13799,0,7,443,2006,3,2,2.5,218000,6.0,2,3
9805,14740,1288,2,45,2007,1,3,2.0,54000,4.0,2,3
9806,13328,761,6,6,2010,3,1,1.8,236000,4.0,1,2
9807,5488,394,6,8,2014,3,1,2.5,109798,4.0,1,2
9808,2600,0,21,1141,1994,3,2,2.0,280000,4.0,4,2
9809,15257,836,5,7,2010,3,2,2.0,147079,4.0,1,2
9810,31361,353,6,6,2015,3,1,1.8,268800,4.0,3,2
9811,11604,0,4,11,1998,4,3,2.5,180000,4.0,4,3
9812,392,1055,7,129,2013,3,2,3.5,51875,6.0,1,1
9813,6272,0,21,436,2002,2,6,1.5,165000,4.0,2,2
9814,23521,1202,18,178,2017,3,2,2.4,30400,4.0,2,2
9815,48547,891,5,7,2016,3,2,2.0,43000,4.0,1,2
9816,392,777,6,8,2014,3,2,2.5,312786,4.0,1,2
9817,8467,0,3,3,2001,2,2,1.3,150346,6.0,3,2
9818,37633,915,13,397,2014,3,3,3.0,68006,6.0,1,1
9819,2274,584,3,30,2014,3,2,1.8,127669,4.0,1,2
9820,10349,0,10,149,2002,3,2,2.0,145000,4.0,2,3
9821,392,891,7,317,2016,3,2,2.0,55718,4.0,1,1
9822,4234,308,6,6,2014,2,1,1.8,208702,4.0,1,2
9823,45542,639,5,5,2014,1,3,2.0,55112,4.0,1,2
9824,2200,967,15,462,1996,3,4,1.1,220000,6.0,4,3
9825,19278,707,20,88,2011,1,3,2.0,130663,4.0,1,2
9826,3,0,2,50,2018,3,2,1.4,61000,4.0,2,2
9827,23521,0,2,78,2012,2,5,1.4,188000,4.0,1,2
9828,12544,629,12,315,2015,3,2,1.6,270000,4.0,4,2
9829,22900,732,3,3,2018,2,2,1.3,2635,4.0,1,2
9830,32578,639,5,43,2014,1,3,2.0,131084,4.0,1,2
9831,6429,934,6,8,2015,3,2,2.5,115858,4.0,1,2
9832,14583,1327,6,8,2018,3,2,2.5,29682,4.0,1,2
9833,24283,765,2,51,2015,1,6,2.0,109497,4.0,1,2
9834,19444,890,18,178,2016,3,2,2.0,417767,4.0,1,2
9835,26108,1131,20,88,2013,1,3,2.0,111307,4.0,1,2
9836,12544,765,5,7,2015,3,6,2.0,536212,4.0,1,2
9837,4391,402,18,594,2017,3,1,1.6,103470,4.0,1,2
9838,10036,0,6,6,2007,2,1,1.5,257000,4.0,1,2
9839,27294,986,11,268,2010,1,2,2.4,81256,4.0,1,2
9840,7527,0,6,41,2003,8,2,2.0,250000,4.0,3,2
9841,470,473,2,50,2014,3,2,1.4,100685,4.0,1,2
9842,18817,639,5,14,2014,2,2,2.0,110000,4.0,2,2
9843,627,924,15,334,2017,3,2,1.8,0,4.0,1,2
9844,188,308,6,6,2014,1,1,1.8,187334,4.0,1,2
9845,14740,639,4,220,2014,2,2,2.0,90000,4.0,2,2
9846,45,0,3,3,2006,2,2,1.3,127000,4.0,1,2
9847,13799,0,4,11,1996,4,3,2.5,210000,4.0,4,3
9848,23521,1750,6,805,2008,1,1,3.3,190000,6.0,1,1
9849,14269,1249,6,8,2017,3,2,2.5,48035,4.0,1,2
9850,15681,0,13,98,2007,3,2,3.2,304000,6.0,2,1
9851,1490,1131,4,4,2013,1,2,2.0,131272,4.0,1,2
9852,25591,380,5,14,2014,3,2,1.6,140000,4.0,1,2
9853,47076,765,20,88,2015,1,3,2.0,118366,4.0,1,2
9854,30,0,3,3,2004,2,2,1.3,150000,4.0,1,2
9855,8154,1486,3,3,2010,3,1,1.3,0,4.0,2,2
9856,41400,833,2,45,2015,1,3,2.2,70003,4.0,1,2
9857,13485,0,34,718,2006,8,6,3.3,135000,6.0,1,2
9858,11917,0,3,837,2010,7,1,1.5,200000,4.0,4,2
9859,21326,1624,7,10,2009,3,2,3.5,111111,8.0,1,1
9860,23207,1664,6,131,2013,1,2,5.7,357933,8.0,1,1
9861,3058,784,6,48,2017,3,2,1.5,102322,4.0,1,2
9862,5018,0,6,6,2006,3,1,1.5,300000,4.0,1,2
9863,13172,1266,3,3,2014,2,1,1.5,60000,4.0,1,2
9864,6125,789,2,50,2009,3,2,1.6,78712,4.0,1,2
9865,32302,1604,7,10,2014,3,3,5.5,101424,8.0,1,1
9866,39201,1399,1,1142,2010,1,1,3.5,148250,4.0,2,1
9867,188,765,7,36,2015,1,2,2.0,99542,4.0,1,1
9868,35808,784,6,28,2017,2,2,1.5,37490,4.0,1,2
9869,470,1327,6,8,2018,3,2,2.5,31290,4.0,1,2
9870,19444,639,5,568,2014,2,2,2.0,105000,4.0,2,2
9871,3700,0,15,462,1997,3,2,1.0,111111,4.0,4,2
9872,73310,1077,5,5,2019,1,3,2.0,2730,4.0,1,2
9873,34340,765,5,5,2015,1,3,2.0,31251,4.0,1,2
9874,19071,380,2,171,2014,2,2,1.6,59295,4.0,1,2
9875,50861,877,5,43,2017,1,3,1.7,69527,4.0,1,2
9876,3763,1850,7,47,2008,1,3,3.5,366869,6.0,1,1
9877,4547,1850,7,10,2008,3,3,3.5,494317,6.0,1,1
9878,19444,333,4,162,2014,2,1,2.0,50100,4.0,1,2
9879,27284,0,4,162,2017,3,1,2.0,77254,4.0,1,2
9880,48610,1356,7,301,2014,3,2,4.6,98466,8.0,1,3
9881,6272,0,8,1143,2003,6,4,1.6,162000,4.0,4,2
9882,110,2225,1,61,2017,1,2,4.6,0,8.0,1,1
9883,33243,1131,5,5,2013,1,3,2.0,218280,4.0,1,2
9884,14113,308,6,6,2014,1,1,1.8,339710,4.0,1,2
9885,5739,761,17,55,2010,3,2,1.8,86382,4.0,1,2
9886,7840,0,10,125,1995,3,2,3.0,100000,6.0,4,3
9887,31361,3894,10,1144,2005,1,2,4.8,147200,8.0,2,1
9888,1490,1360,1,17,2013,1,2,4.6,154115,8.0,1,1
9889,40926,831,20,130,2017,1,3,1.6,54405,4.0,1,2
9890,6272,836,5,7,2010,3,6,2.0,648045,4.0,1,2
9891,5959,815,6,6,2011,2,1,1.8,489584,4.0,1,2
9892,7840,0,19,77,1992,1,4,3.0,555555,6.0,1,1
9893,19444,502,6,1145,2013,2,1,1.5,11000,4.0,3,2
9894,2500,0,53,1146,1997,3,2,1.6,162000,4.0,4,2
9895,20005,583,5,14,2011,3,2,1.6,35951,4.0,1,2
9896,188,1659,6,131,2014,1,2,5.7,101928,8.0,1,1
9897,17249,585,6,6,2013,3,1,1.8,6500,4.0,2,2
9898,6586,1190,6,26,2014,3,2,4.0,0,6.0,1,3
9899,22947,1131,20,70,2013,1,3,2.0,92690,4.0,1,2
9900,2666,521,2,78,2011,2,1,1.4,288778,4.0,1,2
9901,862,1080,9,20,2014,1,2,3.6,56886,6.0,1,1
9902,706,815,1,110,2011,2,1,1.8,116869,4.0,1,2
9903,3500,0,15,462,2001,7,2,1.0,200000,4.0,4,2
9904,15681,891,5,7,2016,3,6,2.0,317106,4.0,1,2
9905,13500,1505,6,273,2012,2,1,1.8,51000,4.0,1,2
9906,5331,639,12,25,2014,3,3,2.0,16856,4.0,1,2
9907,5959,781,6,76,2012,1,2,2.5,159901,4.0,1,2
9908,13485,0,11,22,2008,1,4,4.7,201567,8.0,1,1
9909,90,0,6,8,2012,3,2,2.5,0,4.0,1,2
9910,34497,0,6,8,2015,3,2,2.5,11500,4.0,2,2
9911,26657,919,7,47,2012,1,3,3.0,271701,6.0,1,1
9912,44517,1091,5,24,2016,6,3,2.5,124708,4.0,1,2
9913,13172,1249,6,472,2017,3,2,2.5,60000,4.0,2,2
9914,30417,380,4,4,2014,1,2,1.6,70165,4.0,1,2
9915,15681,0,10,65,2005,3,2,3.0,0,6.0,2,3
9916,10100,0,19,77,1998,1,2,3.0,0,6.0,4,1
9917,9252,1273,20,88,2009,1,3,2.7,56629,4.0,1,2
9918,25089,1399,7,1147,2010,1,2,3.5,126000,6.0,1,1
9919,11563,687,5,14,2010,3,2,1.6,130814,4.0,1,2
9920,25399,1756,5,59,2009,3,2,3.8,142380,4.0,1,2
9921,188,289,4,4,2008,3,1,0.4,209843,4.0,1,2
9922,14113,0,3,30,2008,3,1,1.3,140000,4.0,3,2
9923,220,919,10,21,2012,1,3,3.0,273962,6.0,1,1
9924,627,836,6,26,2012,3,2,2.7,394069,4.0,1,3
9925,11133,394,6,8,2014,3,1,2.5,179381,4.0,1,2
9926,1800,0,53,612,1996,3,2,1.6,123333,4.0,4,2
9927,14113,0,4,205,2013,3,2,1.6,102581,4.0,1,2
9928,10506,1533,2,435,2016,1,2,3.6,91822,6.0,1,1
9929,36065,0,19,77,2010,1,2,3.8,70000,6.0,1,1
9930,26657,919,7,47,2012,1,3,3.0,271701,6.0,1,1
9931,25889,629,5,14,2015,3,2,1.6,103891,4.0,1,2
9932,26030,382,2,78,2017,2,1,1.5,52062,4.0,1,2
9933,14966,836,20,130,2010,3,3,2.0,201935,4.0,1,2
9934,2274,247,3,156,2014,2,1,1.3,149970,4.0,1,2
9935,41632,891,5,5,2016,1,3,2.0,150415,4.0,1,2
9936,5883,790,17,55,2009,3,2,1.6,117685,4.0,1,2
9937,14740,0,34,490,2009,1,2,2.0,122000,4.0,2,2
9938,2038,738,2,50,2017,3,2,1.4,71498,4.0,1,2
9939,20385,0,19,150,2009,1,2,3.0,0,6.0,2,1
9940,3293,832,6,26,2014,1,2,2.7,64994,4.0,1,3
9941,11290,0,6,1148,2004,8,2,2.0,170000,4.0,1,2
9942,5488,394,6,8,2014,3,1,2.5,109798,4.0,1,2
9943,16308,779,21,1149,2013,3,2,2.5,125000,4.0,2,2
9944,11604,0,6,44,2006,3,2,1.3,170032,4.0,1,2
9945,49751,1017,5,7,2017,3,2,2.0,43178,4.0,1,2
9946,1098,394,6,8,2014,3,1,2.5,398069,4.0,1,2
9947,15100,687,5,14,2010,3,2,1.6,98578,4.0,1,2
9948,20385,0,6,27,2014,2,1,1.5,102880,1.0,3,2
9949,25591,639,5,43,2014,1,3,2.0,251201,4.0,1,2
9950,21796,777,6,8,2014,3,2,2.5,77803,4.0,2,2
9951,7840,1236,3,3,2011,2,1,1.3,112000,4.0,1,2
9952,25089,0,18,178,2016,3,2,2.4,116800,4.0,2,2
9953,23521,1091,6,8,2016,3,2,2.5,123000,4.0,1,2
9954,392,579,6,8,2017,3,1,2.5,61939,4.0,1,2
9955,7683,1051,3,263,2016,3,2,2.4,154854,4.0,1,2
9956,5018,934,1,295,2015,3,2,2.5,70154,6.0,1,3
9957,48403,765,5,5,2015,1,3,2.0,110000,4.0,1,2
9958,52373,0,6,1151,2007,1,2,4.7,174300,8.0,2,1
9959,470,2225,1,61,2017,1,2,4.6,69918,8.0,1,1
9960,9408,0,10,149,2005,7,2,2.0,110000,4.0,2,3
9961,69935,1646,1,17,2015,1,2,4.6,273493,8.0,1,1
9962,23207,1003,5,14,2016,3,3,1.6,33017,4.0,1,2
9963,52059,1363,1,61,2012,1,2,4.6,229334,8.0,1,1
9964,6000,0,7,58,1997,3,4,3.2,258000,6.0,1,3
9965,14113,1131,4,220,2013,3,2,2.0,116800,4.0,2,2
9966,25873,751,18,1152,2013,1,2,2.4,107150,4.0,1,2
9967,16935,586,5,556,2012,3,2,1.8,97000,4.0,2,2
9968,33870,1091,6,1153,2016,3,2,2.5,19000,4.0,2,2
9969,19121,531,5,14,2012,3,2,1.6,103490,4.0,1,2
9970,470,1750,6,18,2008,1,1,3.3,182024,6.0,1,1
9971,15530,836,20,130,2010,3,3,2.0,146664,4.0,1,2
9972,26500,764,18,178,2016,3,2,1.7,30157,4.0,1,2
9973,18240,583,5,14,2011,3,2,1.6,154900,4.0,1,2
9974,2117,1003,15,37,2016,1,2,1.6,181997,4.0,1,1
9975,16621,915,10,21,2014,1,3,3.0,110715,6.0,1,1
9976,3000,0,12,101,1996,2,2,1.6,160000,4.0,4,2
9977,2195,1850,7,10,2008,3,3,3.5,290922,6.0,1,3
9978,470,629,4,205,2015,3,2,1.6,111374,4.0,1,2
9979,13799,707,3,550,2011,8,2,2.0,153000,4.0,1,2
9980,3136,0,7,1155,2008,3,3,1.5,1000,8.0,2,2
9981,13172,891,5,7,2016,3,6,2.0,478704,4.0,1,2
9982,29793,0,7,10,2010,3,2,3.5,18000,6.0,2,3
9983,29793,1053,7,10,2014,3,3,3.5,219030,6.0,1,1
9984,784,394,6,8,2014,3,1,2.5,102397,4.0,1,2
9985,49143,1960,36,264,2010,3,2,5.0,99210,4.0,1,2
9986,14740,1296,4,11,2008,4,2,2.4,183000,6.0,4,3
9987,32973,696,2,45,2013,1,3,2.2,93170,4.0,1,2
9988,42667,1003,20,130,2016,1,3,1.6,23767,4.0,1,2
9989,1019,1537,6,18,2009,3,1,3.3,318358,6.0,1,1
9990,706,761,6,6,2010,2,1,1.8,73402,4.0,1,2
9991,23050,586,1,110,2012,2,1,1.8,172346,4.0,1,2
9992,3763,1018,7,47,2011,1,3,3.0,290501,6.0,1,1
9993,42102,831,20,130,2017,1,2,1.6,50750,4.0,1,2
9994,18189,815,6,6,2011,3,1,1.8,204800,4.0,1,2
9995,23207,0,6,6,2013,2,1,1.8,69000,4.0,3,2
9996,9408,0,15,221,2006,3,2,2.3,155000,4.0,1,2
9997,15329,1185,5,24,2009,8,3,2.5,114985,4.0,1,2
9998,39615,784,3,3,2017,2,2,1.5,49000,4.0,1,2
9999,941,308,6,6,2014,2,1,1.8,270410,4.0,1,2
10000,56136,1017,7,33,2017,3,2,2.0,50963,4.0,1,3
10001,15257,836,5,7,2010,3,2,2.0,205972,4.0,1,2
10002,80,0,6,8,2014,3,2,2.5,211200,4.0,3,2
10003,5645,761,3,30,2010,3,2,1.8,88230,4.0,1,2
10004,8386,639,5,7,2014,3,6,2.0,587027,4.0,1,2
10005,20,0,6,6,2012,3,1,1.6,120000,4.0,3,2
10006,11290,761,6,6,2010,2,1,1.8,165779,4.0,1,2
10007,10036,1267,6,28,2013,2,2,1.5,105200,4.0,1,2
10008,22357,707,20,88,2011,1,3,2.0,190000,4.0,1,2
10009,19416,642,2,51,2012,1,3,2.0,139633,4.0,1,2
10010,5018,1646,1,61,2015,1,2,4.6,188078,8.0,1,1
10011,15608,966,5,59,2009,7,2,2.0,52749,4.0,1,2
10012,45210,770,5,43,2016,1,3,1.7,100184,4.0,1,2
10013,6272,0,50,1157,2000,4,2,2.5,50000,4.0,4,1
10014,23436,777,5,24,2014,8,3,2.5,173490,4.0,1,2
10015,8781,1356,8,207,2005,6,4,1.6,167000,4.0,4,2
10016,8938,2195,10,21,2009,1,2,4.8,153515,8.0,1,1
10017,22580,1077,5,43,2019,3,2,2.0,31200,4.0,1,1
10018,6429,980,6,122,2018,3,2,1.8,78608,4.0,1,2
10019,8467,0,10,380,1999,3,6,2.8,220000,6.0,2,3
10020,12858,0,5,14,2012,7,2,1.8,87000,4.0,2,2
10021,97235,1076,5,5,2020,1,3,2.0,43865,4.0,1,2
10022,188,1172,1,1,2011,1,1,3.5,101816,6.0,1,1
10023,5000,0,4,11,1990,4,3,2.5,100000,4.0,4,3
10024,13739,687,5,14,2010,3,2,1.6,110000,4.0,1,2
10025,8154,919,10,21,2012,1,3,3.0,103458,6.0,1,1
10026,1019,586,1,110,2012,2,1,1.8,192683,4.0,1,2
10027,32302,1604,7,10,2014,3,2,5.5,101424,8.0,1,1
10028,24462,900,5,231,2015,3,2,2.4,70296,4.0,2,2
10029,17876,815,6,6,2011,3,1,1.8,129000,4.0,3,2
10030,15053,836,5,43,2010,1,3,2.0,53232,4.0,1,2
10031,3450,1624,7,10,2009,3,3,3.5,109139,6.0,1,3
10032,2666,1018,7,47,2011,1,3,3.0,0,6.0,1,1
10033,15035,380,5,254,2014,3,3,1.6,181232,4.0,1,2
10034,470,2000,45,1159,2000,3,2,2.4,306786,5.0,1,2
10035,31211,501,6,28,2014,2,2,1.5,20000,4.0,1,2
