,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
10528,14113,-,10,97,2009,3,0,2,3.0,180000,6.0,2,3,1,1,5,6
10530,24709,707,5,43,2011,1,1,3,2.0,155000,4.0,1,2,1,1,3,4
10531,47042,-,2,308,2011,3,1,2,3.6,127000,6.0,1,3,2,1,7,0
10532,10663,-,6,76,2001,1,1,2,2.0,216000,4.0,4,1,1,2,1,6
10535,14113,-,6,6,2008,3,1,2,1.5,150000,4.0,1,2,1,1,5,8
10536,61471,784,3,30,2017,2,1,2,1.5,41018,4.0,1,2,1,1,3,4
10537,862,1588,16,54,2007,1,1,2,2.5,311206,4.0,1,1,1,1,4,12
10538,19601,-,6,27,2012,2,0,1,1.5,68000,4.0,1,2,1,1,4,9
10539,24327,639,20,70,2014,1,1,3,2.0,158423,4.0,1,2,1,1,7,4
10540,18158,781,12,676,2012,3,1,2,2.5,127000,5.0,2,2,1,1,5,6
10541,16621,584,15,37,2014,3,0,2,1.8,93000,4.0,1,2,1,1,5,12
10542,13172,-,15,196,2004,1,1,4,2.0,190000,4.0,1,1,1,2,1,4
10543,1254,1131,16,473,2013,3,1,2,2.0,275530,4.0,1,1,1,1,4,0
10544,43128,891,5,5,2016,1,1,3,2.0,116365,4.0,1,2,1,1,2,4
10546,64823,1079,5,43,2018,1,1,3,2.0,29545,4.0,1,2,1,1,2,4
10547,4077,1363,1,61,2012,3,1,2,4.6,150909,8.0,1,1,1,1,2,0
10548,11200,-,10,189,2005,3,1,2,3.0,246000,4.0,1,3,1,1,2,6
10549,39201,-,24,648,2011,1,1,2,3.5,160000,6.0,2,3,1,1,1,8
10550,48610,1058,6,18,2012,1,1,1,3.5,178000,6.0,1,1,1,1,2,0
10551,282,2455,1,17,2008,1,1,2,4.7,218126,8.0,1,1,1,1,2,0
10552,23082,502,3,3,2013,2,1,1,1.5,87000,4.0,1,2,1,1,3,4
10553,20171,707,5,43,2011,1,1,3,2.0,191668,4.0,1,2,1,1,2,4
10554,392,707,18,594,2011,7,1,2,2.0,226544,4.0,1,2,2,1,1,12
10555,10663,934,16,54,2015,1,1,2,2.5,81058,4.0,1,1,1,1,1,0
10556,6500,1030,21,436,2014,2,0,2,1.2,71000,4.0,1,2,1,2,4,4
10557,5645,-,10,189,1996,3,0,4,2.5,0,6.0,4,3,1,1,8,2
10558,14113,-,10,189,2004,3,1,4,2.5,174000,6.0,2,3,1,2,1,12
10559,78403,-,19,150,2020,1,1,2,2.4,0,4.0,1,1,1,1,2,12
10560,15994,-,3,550,2006,8,0,4,3.0,122439,6.0,1,2,1,2,1,10
10561,26017,831,5,14,2017,3,1,2,1.6,107220,4.0,1,2,1,1,3,4
10562,2430,1598,7,10,2008,3,1,3,3.0,175614,6.0,1,3,1,1,2,12
10563,38609,1091,5,24,2016,6,1,3,2.5,121000,4.0,1,2,1,1,3,4
10564,10349,639,5,7,2014,3,1,6,2.0,430149,4.0,1,2,1,1,3,4
10565,21940,1131,20,70,2013,11,1,3,2.0,147219,4.0,1,2,1,1,1,4
10566,17844,502,6,28,2013,2,1,2,1.5,88300,4.0,1,2,1,1,7,4
10567,1646,1131,4,40,2013,3,1,1,2.0,174619,4.0,1,2,1,1,4,0
10568,24462,-,7,10,2008,3,1,2,3.5,142000,6.0,2,1,1,1,3,12
10570,40,-,6,6,2014,2,0,1,1.8,105000,4.0,1,2,1,1,3,0
10571,10492,-,6,6,2008,2,0,1,1.5,278000,4.0,1,2,1,2,1,6
10572,40769,-,7,370,2007,3,1,2,5.5,136851,8.0,2,3,1,1,2,8
10573,10976,1268,6,28,2012,2,0,1,1.5,0,4.0,3,2,1,2,2,2
10574,6586,1685,7,139,1998,6,1,4,2.0,111111,4.0,4,3,1,1,5,4
10575,9408,-,28,336,1999,3,0,4,4.6,18000,8.0,1,3,1,1,1,8
10576,10036,-,7,1125,2005,2,1,2,2.0,123456,4.0,2,2,1,1,1,6
10577,108371,1228,4,66,2018,1,1,2,2.3,25947,4.0,1,2,1,1,3,4
10578,17562,934,4,1129,2015,3,0,2,2.5,195200,4.0,2,2,1,1,6,8
10579,18033,-,3,30,2012,3,1,1,1.5,202000,4.0,3,2,1,1,3,4
10580,1725,1324,6,18,2010,3,1,1,3.3,226198,6.0,1,1,1,1,6,12
10581,9408,777,6,8,2014,3,1,2,2.5,128000,4.0,2,2,1,1,2,0
10582,30856,1131,20,88,2013,1,1,3,2.0,126148,4.0,1,2,1,1,11,4
10583,18817,779,6,8,2013,3,1,2,2.5,86400,5.0,2,2,1,1,4,14
10585,26657,830,4,4,2019,1,0,2,1.5,74000,8.0,2,2,1,1,4,9
10586,15822,836,5,59,2010,7,1,2,2.0,81384,4.0,1,2,1,1,3,4
10587,22715,503,6,28,2012,2,1,2,1.5,40740,4.0,1,2,1,1,2,4
10588,25,-,6,6,2013,2,0,6,1.8,176000,4.0,3,2,1,1,3,4
10589,15681,815,5,14,2011,3,0,2,1.8,276800,1.0,2,2,1,1,1,5
10590,1333,586,6,6,2012,2,1,1,1.8,106280,4.0,1,2,1,1,3,12
10591,19707,531,5,14,2012,3,1,2,1.6,123000,4.0,1,2,1,1,1,4
10592,16480,380,5,14,2014,3,1,2,1.6,140765,4.0,1,2,1,1,1,4
10593,5488,308,6,6,2014,2,1,1,1.8,339710,4.0,1,2,1,1,3,12
10594,2509,972,45,698,2013,1,1,2,3.2,169138,6.0,1,1,1,1,3,12
10595,15053,60,5,5,2010,1,1,3,2.2,70338,4.0,1,2,1,1,1,4
10596,56136,1017,7,33,2017,3,1,2,2.0,50963,4.0,1,3,1,1,2,12
10597,1646,1292,7,153,2016,1,1,2,3.0,59099,6.0,1,1,1,1,3,0
10598,941,584,12,25,2014,3,1,3,1.8,69248,4.0,1,2,1,1,5,12
10599,21326,891,7,317,2016,3,1,2,2.0,34058,4.0,1,2,1,1,3,12
10600,31047,1053,7,10,2014,3,1,3,3.5,132349,6.0,1,1,1,1,4,12
10601,7809,891,5,7,2016,3,1,6,2.0,503800,4.0,1,2,1,1,9,4
10602,7213,-,3,3,2003,2,0,2,1.5,240000,4.0,2,2,1,2,5,0
10603,12231,87,6,6,2010,2,0,1,0.0,0,4.0,1,2,1,1,12,0
10604,470,1273,7,47,2015,1,1,2,3.5,82819,6.0,1,1,1,1,1,12
10606,21768,642,2,51,2012,1,1,3,2.0,153561,4.0,1,2,1,1,4,4
10607,19130,1194,6,26,2013,3,1,2,4.0,57554,6.0,1,1,1,1,1,12
10608,4200,-,12,862,1995,3,0,2,1.6,12333,4.0,4,2,1,1,5,2
10609,15681,333,16,270,2014,3,1,1,2.0,270472,4.0,1,1,1,1,3,0
10610,314,586,6,6,2012,2,1,1,1.8,418667,4.0,1,2,1,1,3,12
10611,13172,1185,4,4,2009,1,1,1,2.5,164600,4.0,1,2,1,1,4,10
10612,40,-,3,3,2005,2,0,2,1.3,143000,4.0,3,2,1,2,7,2
10613,21012,749,18,1130,2014,1,1,2,2.4,90000,4.0,2,1,1,1,2,12
10614,9722,765,5,7,2015,3,1,6,2.0,486563,4.0,1,2,1,1,9,4
10616,7370,-,11,22,2005,1,0,4,3.7,111111,6.0,2,1,1,1,11,5
10617,18817,-,10,146,2007,9,1,2,3.0,143000,6.0,2,3,2,1,2,8
10618,5645,1288,2,45,2007,1,1,3,2.0,48524,4.0,1,2,1,1,13,4
10620,13799,-,4,269,2004,5,0,3,1.8,223000,4.0,4,2,2,1,1,2
10621,627,586,1,110,2012,2,1,1,1.8,192683,4.0,1,2,1,1,3,0
10622,21326,779,6,8,2013,3,0,2,2.5,204800,4.0,1,2,1,1,6,0
10623,10192,881,1,237,2015,3,1,1,2.5,40386,4.0,1,2,1,1,3,12
10624,31524,1018,11,22,2011,1,1,3,3.0,199500,4.0,1,2,1,1,1,4
10625,18000,2670,3,550,2010,8,0,2,2.4,134000,4.0,1,2,1,2,1,2
10626,13987,642,2,50,2012,3,1,3,2.0,180000,4.0,1,2,1,1,3,4
10628,23521,-,16,166,2013,2,1,2,2.5,116800,4.0,2,1,1,1,13,6
10629,21739,639,2,51,2014,1,1,3,2.0,177103,4.0,1,2,1,1,3,4
10630,862,1481,10,21,2017,1,1,2,3.0,0,6.0,1,1,1,1,2,12
10631,3058,639,4,40,2014,3,1,2,2.0,151411,4.0,1,2,1,1,2,12
10632,9095,-,6,44,2010,3,0,2,1.0,18000,3.0,3,2,1,2,1,12
10633,7700,-,15,128,2005,3,0,2,1.5,154000,4.0,1,2,1,2,3,8
10634,22649,707,20,88,2011,1,1,3,2.0,131114,4.0,1,2,1,1,1,4
10635,18660,862,5,24,2011,8,1,3,2.5,55248,4.0,1,2,1,1,2,4
10636,10663,765,5,7,2015,3,1,6,2.0,310886,4.0,1,2,1,1,1,4
10637,314,1399,1,1,2010,1,1,1,3.5,382746,6.0,1,1,1,1,1,12
10638,5175,-,8,1132,2001,3,0,2,2.6,20000,6.0,1,3,1,1,3,5
10639,7213,-,16,83,2002,3,1,2,3.0,187000,6.0,1,1,1,2,1,4
10640,16308,751,18,1133,2013,3,1,2,2.4,92000,12.0,2,2,1,1,1,8
10641,20071,-,6,6,2013,2,0,2,1.8,56000,4.0,2,2,1,1,4,12
10642,48955,765,5,5,2015,1,1,3,2.0,80000,4.0,1,2,1,1,2,4
10643,16465,765,5,663,2015,3,1,2,2.0,35167,4.0,1,2,1,1,7,8
10644,12287,1047,5,14,2007,3,1,3,1.6,1678000,4.0,1,2,1,1,1,4
10645,40556,877,5,43,2017,1,1,3,1.7,82430,4.0,1,2,1,1,4,4
10646,14113,-,3,837,2013,7,0,1,1.5,90000,4.0,4,2,2,1,2,4
10647,34406,777,5,24,2014,8,1,3,2.5,119884,4.0,1,2,1,1,4,4
10648,52959,1079,5,7,2018,3,1,2,2.0,48605,4.0,1,2,1,1,4,4
10649,17747,642,5,43,2012,1,1,3,2.0,225117,4.0,1,2,1,1,2,4
10650,470,531,15,37,2012,1,1,2,1.6,136712,4.0,1,1,1,1,3,0
10651,17249,585,5,14,2013,3,0,2,1.8,92800,4.0,1,2,1,1,5,0
10652,39829,1811,1,61,2010,1,1,2,4.6,155821,8.0,1,1,1,1,2,0
10653,7840,-,7,384,2000,7,0,4,2.0,145000,4.0,2,3,2,2,3,4
10654,8320,1047,5,14,2007,3,1,2,1.6,149691,4.0,1,2,1,1,1,4
10655,11917,-,3,3,2012,2,1,1,1.3,13000,4.0,1,2,1,2,11,2
10657,7119,836,5,7,2010,3,1,6,2.0,81248,4.0,1,2,1,1,3,4
10658,4000,-,15,462,2003,7,0,2,1.2,12323,4.0,4,2,2,1,4,4
10659,20005,707,20,130,2011,1,1,3,2.0,166850,4.0,1,2,1,1,2,4
10660,5331,-,7,42,1998,2,0,2,1.6,204000,1.0,2,2,1,1,4,6
10662,24283,639,2,45,2014,1,1,3,2.0,146644,4.0,1,2,1,1,3,4
10663,17484,583,5,14,2011,3,1,2,1.6,103453,4.0,1,2,1,1,3,4
10664,7213,-,15,221,2003,3,0,2,2.3,95000,6.0,1,2,1,1,1,6
10665,3800,-,7,58,2000,3,1,3,3.2,1000,6.0,2,3,1,1,1,6
10667,6476,-,15,320,2008,2,0,4,1.5,999999999,4.0,1,1,1,2,2,0
10668,4077,474,2,78,2013,2,1,1,1.4,196590,4.0,1,2,1,1,1,12
10669,1176,753,5,7,2012,3,1,1,2.4,0,4.0,1,2,1,1,7,0
10671,5018,585,5,14,2013,3,1,2,1.8,294034,4.0,1,2,1,1,2,12
10673,15053,1131,4,162,2013,3,1,1,2.0,173000,4.0,1,2,1,1,1,8
10675,13172,-,5,254,2011,3,0,2,1.6,109000,4.0,2,2,1,1,1,4
10677,100,-,5,7,2012,3,0,1,2.4,86000,4.0,2,2,1,1,3,10
10678,6272,1360,1,17,2013,1,1,2,4.6,202651,8.0,1,1,1,1,2,0
10679,16894,687,5,14,2010,3,1,2,1.6,71202,4.0,1,2,1,1,1,4
10680,30151,765,5,43,2015,1,1,3,2.0,143278,4.0,1,2,1,1,4,4
10681,53154,891,5,5,2016,1,1,3,2.0,94259,4.0,1,2,1,1,2,4
10682,7840,-,7,180,1997,6,0,4,2.4,280000,6.0,4,3,1,1,1,4
10683,941,1292,13,34,2016,1,1,2,3.0,448982,6.0,1,1,1,1,2,0
10684,15800,753,18,178,2012,3,0,2,2.4,97000,4.0,2,2,1,1,2,12
10685,1568,-,15,128,2009,2,0,2,1.5,95000,4.0,1,2,1,2,1,4
10686,220,531,18,197,2012,3,1,2,1.6,199288,4.0,1,2,1,1,4,12
10687,1411,682,19,337,2018,3,1,2,1.2,7430,3.0,1,2,1,1,4,12
10688,30564,1003,20,130,2016,1,1,3,1.6,153404,4.0,1,2,1,1,1,4
10689,21953,-,10,458,2012,3,1,2,4.4,0,8.0,2,3,1,1,2,6
10690,88595,1935,7,301,2016,3,1,2,4.6,27573,8.0,1,1,1,1,1,12
10691,1960,125,18,197,2013,3,1,2,1.6,53386,4.0,1,2,1,1,2,12
10692,16621,1172,7,10,2011,3,1,3,3.5,119379,6.0,1,1,1,1,1,12
10694,24305,-,6,8,2012,3,1,2,3.5,246400,6.0,1,2,1,1,2,8
10695,4704,-,13,98,1998,3,0,2,2.4,0,6.0,4,2,1,1,5,6
10696,15681,891,5,7,2016,3,1,6,2.0,317106,4.0,1,2,1,1,1,4
10697,15681,1811,1,61,2010,1,1,2,4.6,275240,8.0,1,1,1,1,1,0
10698,157,784,2,154,2017,3,1,2,1.5,0,4.0,1,2,1,1,7,12
10699,549,1077,16,704,2019,3,1,2,2.0,7971,4.0,1,1,1,1,5,12
10700,12231,1399,1,1,2010,1,1,1,3.5,413474,6.0,1,2,1,1,5,12
10701,1490,586,1,110,2012,2,1,1,1.8,174106,4.0,1,2,1,1,3,0
10702,15681,1811,1,61,2010,1,1,2,4.6,275240,8.0,1,1,1,1,1,0
10703,10663,765,5,7,2015,3,1,6,2.0,310886,4.0,1,2,1,1,1,4
10704,20385,-,6,6,2012,3,0,2,1.8,190000,4.0,1,2,1,1,5,8
10705,17876,583,5,112,2011,2,1,2,1.6,55000,4.0,2,2,1,1,2,12
10706,627,418,2,226,2014,2,1,2,1.2,131312,4.0,1,2,1,1,5,12
10708,10036,879,5,254,2019,3,1,2,1.6,4621,4.0,1,2,1,1,4,12
10709,15994,1024,6,8,2010,3,0,2,2.5,121000,4.0,2,2,1,1,1,12
10710,64290,1694,6,734,2016,1,1,2,4.0,48000,6.0,1,1,1,1,2,6
10712,36730,770,5,43,2016,1,1,3,1.7,113006,4.0,1,2,1,1,1,4
10713,157,642,21,302,2012,3,1,2,2.0,301866,4.0,1,2,1,1,2,12
10714,81539,1935,1,61,2016,1,1,2,4.6,155976,8.0,1,1,1,1,3,0
10715,25744,891,2,154,2016,3,1,2,2.0,113509,4.0,1,2,1,1,3,4
10716,11604,639,5,7,2014,3,1,6,2.0,312690,4.0,1,2,1,1,1,4
10717,50018,1017,5,7,2017,3,1,2,2.0,19080,4.0,1,2,1,1,4,4
10718,3763,584,5,14,2014,3,1,2,1.8,110685,4.0,1,2,1,1,3,12
10719,5959,-,21,436,2002,2,0,6,1.5,1000,4.0,2,2,1,2,5,4
10720,627,810,5,14,2016,3,1,2,1.8,72629,4.0,1,2,1,1,2,12
10721,31675,2297,7,1136,2016,1,1,2,5.5,39325,8.0,1,1,1,1,2,12
10722,14113,638,18,178,2014,3,1,2,2.0,60704,4.0,1,2,1,1,1,4
10723,1882,1053,7,10,2014,3,1,2,3.5,146395,6.0,1,3,1,1,4,12
10724,10349,-,7,152,1999,3,0,2,2.0,280000,4.0,4,3,1,1,2,6
10725,5645,1094,20,326,2008,1,1,3,2.0,76800,4.0,1,2,1,1,1,4
10726,18817,609,6,8,2018,3,1,1,2.5,35058,4.0,1,2,1,1,3,12
10728,2666,521,2,78,2011,2,1,1,1.4,288778,4.0,1,2,1,1,2,0
10729,470,353,1,110,2015,2,1,1,1.8,115347,4.0,1,2,1,1,4,0
10730,22649,836,5,43,2010,1,1,3,2.0,151281,4.0,1,2,1,1,4,4
10731,13015,1024,5,24,2010,8,1,3,2.5,73401,4.0,1,2,1,1,1,4
10732,66485,1076,5,7,2020,3,1,6,2.0,13460,4.0,1,2,1,1,3,4
10733,51746,668,7,165,2013,3,0,3,2.1,45432,4.0,2,1,1,1,2,0
10734,7527,-,19,160,2002,2,0,2,1.5,187000,4.0,3,2,1,2,2,2
10735,25089,1017,5,14,2017,3,0,2,2.0,23000,4.0,2,3,1,1,4,8
10736,21953,-,6,6,2012,2,0,6,1.8,24000,4.0,3,2,1,1,3,8
10737,9408,-,8,207,2008,5,0,6,1.4,233000,4.0,4,2,1,1,3,2
10738,21953,308,6,6,2014,3,1,1,1.8,87000,4.0,1,2,1,1,3,10
10739,8624,175,6,44,2011,2,0,2,0.1,0,3.0,1,2,1,2,2,2
10740,17346,380,2,171,2014,2,1,2,1.6,74422,4.0,1,2,1,1,4,4
10741,8311,790,2,55,2009,3,1,2,1.6,52472,4.0,1,2,1,1,2,4
10743,35752,1391,7,363,2012,1,1,2,4.7,155313,8.0,1,1,1,1,2,12
10745,24512,595,3,3,2015,2,1,2,1.5,111649,4.0,1,2,1,1,2,4
10746,5018,1399,1,1,2010,1,1,1,3.5,167222,6.0,1,1,1,1,2,12
10747,220,1185,4,4,2009,1,1,1,2.5,193614,4.0,1,2,1,1,3,0
10748,13642,1172,7,10,2011,3,1,3,3.5,64496,6.0,1,1,1,1,5,12
10749,10663,1266,3,3,2014,3,0,1,1.5,115000,4.0,1,2,1,2,1,2
10750,6272,-,16,1137,1999,6,1,2,2.5,187000,4.0,1,1,1,2,12,4
10751,9565,1058,6,18,2012,3,1,2,3.5,285186,6.0,1,2,1,1,4,12
10752,10036,639,5,7,2014,3,1,6,2.0,362454,4.0,1,2,1,1,1,4
10753,12544,1047,31,892,2007,2,0,2,1.6,210000,4.0,4,2,1,1,2,4
10754,11917,-,3,1089,2005,8,0,2,2.4,136800,4.0,1,1,1,2,2,2
10755,12858,-,15,196,2005,1,1,2,2.0,180000,4.0,1,1,1,2,12,8
10756,26343,934,6,151,2015,3,1,2,2.5,47128,4.0,1,2,1,1,2,8
10757,19757,1024,5,24,2010,1,1,3,2.5,115028,4.0,1,2,1,1,1,4
10758,8467,639,5,7,2014,3,1,6,2.0,636908,4.0,1,2,1,1,9,4
10760,392,779,6,8,2013,3,1,1,2.5,232032,4.0,1,2,1,1,1,12
10763,392,1024,4,40,2010,3,1,1,2.5,46837,4.0,1,2,1,1,1,12
10764,13485,-,7,235,2003,3,0,3,2.7,245000,6.0,1,3,1,1,1,4
10765,4300,-,8,140,2002,5,1,2,1.6,272109,4.0,1,2,1,2,1,2
10766,19130,-,6,27,2012,3,1,1,1.5,254400,4.0,1,2,1,1,1,12
10767,862,2455,1,17,2008,1,1,2,4.7,263190,8.0,1,1,1,1,3,0
10768,10506,1249,15,107,2017,3,1,2,2.5,45022,4.0,1,2,1,1,2,12
10769,40,-,3,3,2003,2,0,2,1.3,140000,4.0,1,2,1,2,4,0
10770,9722,765,5,7,2015,3,1,6,2.0,574647,4.0,1,2,1,1,9,4
10771,549,810,5,14,2016,3,1,2,1.8,47422,4.0,1,2,1,1,2,12
10772,12074,-,11,22,2004,1,0,4,4.0,151000,6.0,1,1,1,1,4,4
10773,21953,397,6,6,2016,2,1,1,1.8,48738,4.0,1,2,1,1,3,12
10774,30,-,3,3,2005,2,0,2,1.3,0,4.0,1,2,1,2,1,4
10775,69502,1079,5,7,2018,3,1,2,2.0,24000,4.0,1,2,1,1,3,4
10776,10036,639,5,7,2014,3,1,6,2.0,486631,4.0,1,2,1,1,1,4
10778,28600,-,10,172,2011,1,1,2,4.4,1000,8.0,2,1,1,1,2,8
10779,3607,1172,6,85,2011,3,1,2,3.5,181722,6.0,1,1,1,1,2,12
10780,10349,1236,3,1138,2011,2,0,1,1.3,125000,4.0,1,2,1,2,3,2
10781,15994,1051,5,7,2016,3,0,2,2.4,93000,4.0,1,2,1,1,3,12
10782,9879,1058,6,18,2012,1,1,1,3.5,157211,6.0,1,1,1,1,3,12
10783,42052,891,5,5,2016,1,1,3,2.0,122184,4.0,1,2,1,1,2,4
10784,251,1855,34,303,2011,3,1,2,5.7,0,8.0,1,2,1,1,1,12
10785,16621,502,6,27,2013,2,0,1,1.5,103000,4.0,3,2,1,1,4,4
10786,22266,862,5,24,2011,8,1,3,2.5,120805,4.0,1,2,1,1,2,4
10787,282,1598,7,47,2008,1,1,3,3.0,213998,6.0,1,1,1,1,1,12
10789,5645,-,12,101,2002,2,0,2,2.0,150000,4.0,1,2,1,2,1,8
10790,12880,687,5,14,2010,3,1,2,1.6,97132,4.0,1,2,1,1,1,4
10791,19384,583,5,14,2011,3,1,2,1.6,124892,4.0,1,2,1,1,3,4
10792,7213,915,10,21,2014,1,1,3,3.0,0,6.0,1,1,1,1,2,0
10793,706,1850,7,10,2008,3,1,3,3.5,122874,6.0,1,3,1,1,2,12
10796,12858,125,4,205,2013,3,0,2,1.6,86000,4.0,3,2,1,1,5,10
10797,20071,697,5,556,2015,3,1,2,1.8,57000,4.0,2,2,1,1,2,12
10798,6586,-,21,453,2005,3,0,2,3.0,198000,6.0,4,2,1,1,5,0
10799,23414,833,2,45,2015,1,1,3,2.2,60000,4.0,1,2,1,1,1,4
10800,11895,639,2,50,2014,3,1,3,2.0,60550,4.0,1,2,1,1,7,4
10801,1333,289,4,4,2008,1,1,1,0.4,349288,4.0,1,2,1,1,5,0
10803,13642,764,2,51,2015,1,1,2,2.0,35762,4.0,1,2,1,1,2,4
10804,11917,-,8,559,2009,5,0,3,1.7,140000,4.0,4,2,1,1,1,12
10806,10192,1018,10,21,2011,1,1,3,3.0,332243,6.0,1,1,1,1,2,12
10807,11133,394,6,8,2014,3,1,1,2.5,179381,4.0,1,2,1,1,2,12
10808,10663,765,5,7,2015,3,1,6,2.0,280622,4.0,1,2,1,1,1,4
10809,11133,1053,7,10,2014,3,1,3,3.5,238546,6.0,1,1,1,1,2,12
10810,33823,1131,20,88,2013,1,1,3,2.0,146130,4.0,1,2,1,1,2,4
10811,55638,891,5,5,2016,1,1,3,2.0,372623,4.0,1,2,1,1,4,4
10812,25716,-,1,374,2010,3,1,2,3.5,192000,6.0,2,3,1,1,3,0
10813,30,-,15,128,2006,2,0,2,1.5,0,4.0,1,2,1,2,2,4
10814,16719,502,3,3,2013,2,1,1,1.5,154400,4.0,1,2,1,1,1,4
10815,4700,-,8,140,1999,3,0,2,1.6,145000,4.0,4,2,2,1,6,2
10816,13172,639,4,220,2014,3,1,2,2.0,134400,4.0,2,2,1,1,7,8
10817,3500,-,29,457,1991,3,0,2,1.3,0,4.0,4,3,1,1,3,0
10818,12544,-,3,3,2011,2,0,2,1.3,140000,4.0,3,2,1,2,3,4
10819,45210,877,5,43,2017,1,1,3,1.7,123833,4.0,1,2,1,1,3,4
10820,13485,-,10,149,2006,3,0,2,2.0,237000,4.0,4,3,1,1,5,6
10821,9408,-,6,247,2002,8,0,6,2.4,200000,4.0,2,2,1,2,1,2
10822,7527,1282,2,45,2007,1,1,3,2.0,77588,4.0,1,2,1,1,3,4
10823,17562,-,7,58,2002,3,1,2,2.6,160000,6.0,2,3,1,1,3,8
10824,21012,-,6,6,2011,2,1,2,1.8,268800,4.0,3,2,1,1,1,6
10825,20385,-,15,491,2005,1,1,4,3.5,155200,6.0,1,1,1,1,1,8
10826,5300,-,7,16,1997,3,0,4,2.0,312217,4.0,2,3,1,1,2,4
10827,49751,765,20,88,2015,1,1,3,2.0,62575,4.0,1,2,1,1,2,4
10828,4861,-,8,140,1999,2,0,2,1.2,199090,4.0,4,2,2,1,5,4
10830,36235,1091,5,24,2016,8,1,3,2.5,109629,4.0,1,2,1,1,1,4
10831,706,490,3,156,2011,2,1,1,1.3,288704,4.0,1,2,1,1,3,0
10832,16308,442,6,6,2017,2,1,1,1.8,45488,4.0,1,2,1,1,3,12
10833,20071,-,2,78,2012,3,1,5,1.4,280000,4.0,3,2,1,1,4,12
10834,43360,1514,1,352,2011,3,1,2,4.6,89867,4.0,1,2,1,1,2,4
10835,39829,1811,1,61,2010,1,1,2,4.6,155821,8.0,1,1,1,1,2,0
10836,5331,-,21,436,2003,3,0,2,1.5,0,4.0,1,2,1,2,5,2
10838,36899,777,5,24,2014,8,1,3,2.5,105461,4.0,1,2,1,1,4,4
10839,28532,830,6,28,2019,2,1,2,1.5,25000,4.0,1,2,1,1,1,4
10840,5018,629,15,37,2015,1,1,2,1.6,111402,4.0,1,1,1,1,2,0
10841,3058,1051,3,263,2016,3,1,2,2.4,90043,4.0,1,2,1,1,3,12
10842,15681,-,15,132,2004,8,0,6,3.5,131000,6.0,2,3,1,2,3,2
10843,3000,-,5,5,2001,1,0,4,2.4,2342,4.0,2,2,2,1,8,2
10844,15681,-,3,550,2006,8,0,2,2.4,120500,4.0,1,2,1,2,3,8
10846,21953,501,3,3,2014,3,1,2,1.5,78400,4.0,3,2,1,1,5,6
10847,314,738,2,50,2017,3,1,2,1.4,89896,4.0,1,2,1,1,5,12
10848,14279,765,5,7,2015,3,1,6,2.0,176247,4.0,1,2,1,1,1,4
10849,51075,891,5,5,2016,1,1,3,2.0,106084,4.0,1,2,1,1,4,4
10850,4234,753,5,7,2012,3,1,1,2.4,208627,4.0,1,2,1,1,2,0
10851,8624,-,3,3,2005,2,0,2,1.5,190000,4.0,3,2,1,2,1,2
10853,24709,642,20,70,2012,1,1,3,2.0,86651,4.0,1,2,1,1,2,4
10854,20385,-,6,6,2012,2,0,1,1.8,193600,4.0,1,2,1,1,3,12
10855,27284,834,6,26,2013,1,1,2,2.7,397915,4.0,1,3,1,1,3,12
10856,8311,891,7,36,2016,1,1,2,2.0,109555,4.0,1,2,1,1,3,0
10857,157,1172,7,10,2011,3,1,3,3.5,377379,6.0,1,1,1,1,1,12
10858,37611,1003,20,130,2016,1,1,2,1.6,76553,4.0,1,2,1,1,3,4
10859,20297,707,20,88,2011,1,1,3,2.0,110000,4.0,1,2,1,1,2,4
10860,62722,-,1,1140,2013,3,1,1,3.5,69500,6.0,3,3,1,1,1,12
10861,13799,-,7,443,2006,3,1,2,2.5,218000,6.0,2,3,1,1,2,2
10862,14740,1288,2,45,2007,1,1,3,2.0,54000,4.0,2,3,1,1,3,6
10863,13328,761,6,6,2010,3,0,1,1.8,236000,4.0,1,2,1,1,2,12
10864,5488,394,6,8,2014,3,1,1,2.5,109798,4.0,1,2,1,1,3,12
10865,2600,-,21,1141,1994,3,0,2,2.0,280000,4.0,4,2,1,1,3,12
10866,15257,836,5,7,2010,3,1,2,2.0,147079,4.0,1,2,1,1,2,4
10867,31361,353,6,6,2015,3,0,1,1.8,268800,4.0,3,2,1,1,2,10
10868,11604,-,4,11,1998,4,1,3,2.5,180000,4.0,4,3,2,1,7,0
10870,392,1055,7,129,2013,3,1,2,3.5,51875,6.0,1,1,1,1,3,12
10871,6272,-,21,436,2002,2,0,6,1.5,165000,4.0,2,2,1,2,3,4
10873,23521,1202,18,178,2017,3,1,2,2.4,30400,4.0,2,2,1,1,3,10
10874,48547,891,5,7,2016,3,1,2,2.0,43000,4.0,1,2,1,1,3,4
10875,392,777,6,8,2014,3,1,2,2.5,312786,4.0,1,2,1,1,4,12
10876,8467,-,3,3,2001,2,0,2,1.3,150346,6.0,3,2,1,2,1,4
10877,37633,915,13,397,2014,3,1,3,3.0,68006,6.0,1,1,1,1,3,12
10878,2274,584,3,30,2014,3,1,2,1.8,127669,4.0,1,2,1,1,4,12
10879,10349,-,10,149,2002,3,0,2,2.0,145000,4.0,2,3,1,1,7,6
10880,392,891,7,317,2016,3,1,2,2.0,55718,4.0,1,1,1,1,3,12
